31-Jan-22 13:08:45 - TweetRetreival - INFO - File created ...
01-Feb-22 05:52:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:53:40 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:54:40 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:55:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:56:42 - TweetRetreival - INFO - Data Entered 35
01-Feb-22 05:58:18 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:59:18 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:00:18 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:01:17 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:02:27 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:03:28 - TweetRetreival - INFO - Data Entered 38
01-Feb-22 06:05:00 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:05:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:06:27 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:07:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:07:57 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 06:08:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:09:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:10:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:12:00 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 06:13:36 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 06:14:38 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 06:15:38 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:16:38 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:18:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:19:00 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 06:21:15 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:22:17 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:23:26 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:24:16 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:25:01 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:25:47 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:26:57 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:27:42 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:28:54 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:29:36 - TweetRetreival - INFO - Data Entered 37
01-Feb-22 06:30:31 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:31:33 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 06:32:59 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:34:36 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:35:28 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:38:54 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:40:28 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 06:41:49 - TweetRetreival - INFO - Data Entered 36
01-Feb-22 06:42:49 - TweetRetreival - INFO - Data Entered 36
01-Feb-22 06:46:09 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 06:48:38 - TweetRetreival - INFO - Data Entered 36
01-Feb-22 06:49:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:04:23 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
01-Feb-22 11:05:05 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:05:50 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 11:06:33 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:07:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:08:36 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:09:38 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 11:11:15 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:12:14 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 11:13:36 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:14:38 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:17:15 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:18:22 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:21:40 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:22:39 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:23:38 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:24:39 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:25:30 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:27:12 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:28:25 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:30:02 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:31:05 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:32:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:33:39 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:34:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:35:43 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:36:44 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:37:45 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:38:51 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:39:50 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 11:40:47 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:42:06 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:43:10 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:44:11 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:45:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:46:12 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:49:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:51:00 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:51:59 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:53:50 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 11:55:15 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:57:22 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 11:58:22 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 11:59:21 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 12:00:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:02:55 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 12:04:13 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 12:05:50 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 12:06:51 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:07:52 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 12:08:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:09:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:11:28 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 12:12:29 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:13:22 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:14:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:15:59 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:17:00 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:17:58 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 12:20:11 - TweetRetreival - INFO - Data Entered 49
02-Feb-22 04:58:23 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:01:33 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:04:43 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:08:14 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:08:45 - TweetRetreival - ERROR - Failed to send request: HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/statuses/home_timeline.json?max_id=1488695528435040258&include_rts=True&include_entities=False&count=2 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001DB26395EC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
Traceback (most recent call last):
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connection.py", line 159, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\util\connection.py", line 57, in create_connection
    for res in socket.getaddrinfo(host, port, family, socket.SOCK_STREAM):
  File "C:\Users\Aseta\Anaconda3\lib\socket.py", line 748, in getaddrinfo
    for res in _socket.getaddrinfo(host, port, family, type, proto, flags):
socket.gaierror: [Errno 11001] getaddrinfo failed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connectionpool.py", line 600, in urlopen
    chunked=chunked)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connectionpool.py", line 343, in _make_request
    self._validate_conn(conn)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connectionpool.py", line 839, in _validate_conn
    conn.connect()
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connection.py", line 301, in connect
    conn = self._new_conn()
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connection.py", line 168, in _new_conn
    self, "Failed to establish a new connection: %s" % e)
urllib3.exceptions.NewConnectionError: <urllib3.connection.VerifiedHTTPSConnection object at 0x000001DB26395EC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\adapters.py", line 449, in send
    timeout=timeout
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\connectionpool.py", line 638, in urlopen
    _stacktrace=sys.exc_info()[2])
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\urllib3\util\retry.py", line 399, in increment
    raise MaxRetryError(_pool, url, error or ResponseError(cause))
urllib3.exceptions.MaxRetryError: HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/statuses/home_timeline.json?max_id=1488695528435040258&include_rts=True&include_entities=False&count=2 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001DB26395EC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\binder.py", line 189, in execute
    proxies=self.api.proxy)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\sessions.py", line 533, in request
    resp = self.send(prep, **send_kwargs)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\sessions.py", line 646, in send
    r = adapter.send(request, **kwargs)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\adapters.py", line 516, in send
    raise ConnectionError(e, request=request)
requests.exceptions.ConnectionError: HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/statuses/home_timeline.json?max_id=1488695528435040258&include_rts=True&include_entities=False&count=2 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001DB26395EC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "c:/Users/Aseta/Desktop/D S/ML_AI/Twitter app/GetTweets.py", line 127, in <module>
    make_csv.GetTweetsAndReplies(api)
  File "c:/Users/Aseta/Desktop/D S/ML_AI/Twitter app/GetTweets.py", line 57, in GetTweetsAndReplies
    count=2).items():
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\cursor.py", line 47, in __next__
    return self.next()
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\cursor.py", line 195, in next
    self.current_page = self.page_iterator.next()
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\cursor.py", line 106, in next
    data = self.method(max_id=self.max_id, parser=RawParser(), *self.args, **self.kargs)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\binder.py", line 250, in _call
    return method.execute()
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\binder.py", line 191, in execute
    six.reraise(TweepError, TweepError('Failed to send request: %s' % e), sys.exc_info()[2])
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\six.py", line 692, in reraise
    raise value.with_traceback(tb)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\tweepy\binder.py", line 189, in execute
    proxies=self.api.proxy)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\sessions.py", line 533, in request
    resp = self.send(prep, **send_kwargs)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\sessions.py", line 646, in send
    r = adapter.send(request, **kwargs)
  File "C:\Users\Aseta\Anaconda3\lib\site-packages\requests\adapters.py", line 516, in send
    raise ConnectionError(e, request=request)
tweepy.error.TweepError: Failed to send request: HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/statuses/home_timeline.json?max_id=1488695528435040258&include_rts=True&include_entities=False&count=2 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001DB26395EC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
02-Feb-22 05:20:24 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:23:18 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:25:36 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:27:20 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:28:45 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:50:20 - TweetRetreival - ERROR - The last entry was did not contain Tweet ID
02-Feb-22 05:50:21 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:50:36 - TweetRetreival - INFO - Number of entries added : 4
02-Feb-22 05:50:36 - TweetRetreival - INFO - ID of last retrieved tweet: 1488705923757613057
02-Feb-22 05:54:12 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
02-Feb-22 05:54:53 - TweetRetreival - INFO - Number of entries added : 12
02-Feb-22 05:54:53 - TweetRetreival - INFO - ID of last retrieved tweet: 1488705971815956481
