Tweet,Reply
 Anaeza kuwa ni 25 year old amekula shida ajab,  🤣🤣🤣🤣
 Na unakaa expert wa hii maneno. Wamama umekula kukula, 😂😂smh ni kuangalia tu
 Anaeza kuwa ni 25 year old amekula shida ajab, Huyo hashuki 35 ona hata mwili tu
I don't think I will comment on politics anymore online and in real life. I have friends who support both sides and… , Who are these friends who can't take a divergent opinion ? 😳 Watu wana upuzi sana
Anakaa mama yake buana na unaeza kuta hata ni agemate , Huyo mama amekauka mbaya si wa juzi
Hotel menu mtu anaiba apeleke wapi? , Souvenir eti.
I don't think I will comment on politics anymore online and in real life. I have friends who support both sides and… ," If you have friends who are so immature and get offended by politics, you're probably better off without them, people need to compartmentalize life, we disagree about our politics but we can still do bussiness"
Lmao , Siasa bana me imenishinda
I kinda understand Java. Munakunywa one cup while plugged in for 5 hours. It makes zero financial sense. , Java wamesema aje?
Telling me Uhuru won't have an easy retirement is threatening me with a good time. Whoever campaigns on harassing t… , Umekua David Ndii?
I kinda understand Java. Munakunywa one cup while plugged in for 5 hours. It makes zero financial sense. , Hahaha plus the free internet
 Per hike ni how much?," Hikes za Nairobi are cheap esp. self drive. It's just fuel &amp; entrance fee. Ngong hills ni kitu 240 pp, Longonot &amp; Kilimambogo is 300 bob pp. With group hikes I am not sure, more than 1500 I guess."
Lmao Ida Odinga has realized fighting against churches in this country is dangerous to her husband's ambition. Athe… , 😂😂😂
 Zii, 😔😔 ni sawa baas.
 Wewe ni ngumu juu unakaa so much invested in huster's victory, Being a beneficiary before makes it hard to quit.
I don't think I will comment on politics anymore online and in real life. I have friends who support both sides and… , I said this sometime back last year but ni kama ni ngumu.
" Nikii gia UDA ni shida, nikiingia azimio shida, nikikaa kwa fence shida haha.", Me huwa siweki siasa kwa roho 😂
I don't think I will comment on politics anymore online and in real life. I have friends who support both sides and… ," When we stop talking we start fighting. Me huwa siget watu hawaezi ongea politics bila kucatch feelings, like kwani how intolerant are you of divergent opinions?"
I don't think I will comment on politics anymore online and in real life. I have friends who support both sides and… , 😂😂😂😂💉
 Optics my dear. Optics. Kule kwetu kuna watu ukiwauliza kama watapea baba wanasema hawaezi pea mtu wa u… ," Hii itapepetwa ata California fires have nothing on it. But , we all understand what she meant, unfortunately, this is not the time to use common sense."
 Buana he's right, How now
 I agree with most of what you have said but how would you regulate them given what the constitution says… , It's the church that licences churches anyway
 I agree with most of what you have said but how would you regulate them given what the constitution says… ," Church and state are separate politically, but churches are regulated by state, that's why we don't allow cults, the state just doesn't interfere with certain aspects of religion"
Lmao Ida Odinga has realized fighting against churches in this country is dangerous to her husband's ambition. Athe… , Hahahaha
" Huko kwetu kuna mmama alikuwa ananiambia ati Raila anachukia kanisa, sijui ni mganga. Saa hii wamepata proof.","  Aaah people are stupid, very very stupid, churches should be regulated."
 You have the luxury of saying such because you are not vying for any seat., Dangerous. Every Kenyan should say such including the DP because he himself is a trained missionary and it's no luxury.
Lmao Ida Odinga has realized fighting against churches in this country is dangerous to her husband's ambition. Athe… , I am a Christan and I believe Training for all ministers of the word is an essential part in ministry. Even jesus trained his desciples. Calling without training doesn't really work well. Churches should be regulated.
Lmao Ida Odinga has realized fighting against churches in this country is dangerous to her husband's ambition. Athe… , Haha ile campaign Ruto anaenda kuchapa na iyo agenda ni fire.atasema Raila akikuwa president church zote zitafungwa kenya ikuwe ya waganga.
Lol the only reason I'm backing UDA is to see Uhuru pay for all his doings. Everything they bash him in rallies I'm… , Both are uhuru's projectsJust that raila needed to be given incentivesRaila will be in the next government..he will refuse results as usual or be given a deal in good faith Ruto might accept defeat but 2027 kutakuwa na shida
 Umeosha mayai kwanza?, That's the most important part of this whole process 😂😂
I was at this expo at KICC. Nakumbuka ulikataa kunipea yoghurt ya mafans buana😂😂😂 , Surely 😂
" Correct. Muranga people tend to be independent minded than say, people from Nyeri.", Yeah.
I was at this expo at KICC. Nakumbuka ulikataa kunipea yoghurt ya mafans buana😂😂😂 , Unafaa kusimama mca
This guy needs to lose. Seriously. , The man is a communist
Lol the only reason I'm backing UDA is to see Uhuru pay for all his doings. Everything they bash him in rallies I'm… ," ,🤡"
Lol the only reason I'm backing UDA is to see Uhuru pay for all his doings. Everything they bash him in rallies I'm… ," 😂😂 You wonder why the economy is on its knees, inflation through the roof, runaway corruption, and poor healthcare with more to come. This is how we have been voting since 2013."
Lol the only reason I'm backing UDA is to see Uhuru pay for all his doings. Everything they bash him in rallies I'm… ," Alfu next election who will you be punishing. 2007 fuck Raila. 2013 fuck Hague, 2017 birthday present plus fuck Raila. Truly the problem with democracy is that everyone gets to vote."
 Eni., Yaani...
 Msee mgani, Church arson
 😍😍Alas ulikuwa pia? Si ungesema?, Ulikua area?😀
How? This is music to my ears. , 😂 aki huyu msee asilose I’ll troll you to hell n back 😂
 Mimi niko mrengo wa Karua ndugu, Naona Uda pointman Mimi..Hata Mimi huwa diehard wa Karua mbaya
"Yes this will really play out well with the evangelical crowd who believe Raila ni maganga, Raila ni wa shetani. ", Kumbe siku hizi wewe ni diehard wa hustler..was wondering uliendanga wapi bana
💯 , We are fixing this country.#NimekubaliWito#ThePeoplesRally
 Maithe maitu matiarũĩre wiathani niguo muriage mbĩnĩ cia atumia, haha kûrûîrîra wîyathi waarî wîrutîri wao
 Wengine wanadhani juu they systematically captured the state(owners of NCBA + fuliza + mshwari) they are not thieves., Be very afraid when you see the likes of billionaire looters supporting Raila's Presidential bid. Nothing will change in this country.
 Correct, That side of Azimio has more looters but due to the fact that they have been sanitized because they support Raila.
#ኢትዮጵያ ዛሬ ለደረሰባት ሁሉን አቀፍ ውድቀት (ፖለቲካዊ፣ ማህበራዊ ፣ ወታደራዊ፣ ኢኮኖሚያዊ፣ በፍትህ፣...) ተጠያቂ ማን ይሁን ቢባል እነ ነውር ጌጡ ምን ይመልሳሉ? 🤔እጅ እያወጣችሁ... መልሱ❗️, እኔ አብይ አህመድ ነው የምለው።
ምንም እንኳን 'መቀሌ እንገባለን' ብሎን በኦህዴድ ብልፅግና ክሽፈት ምክንያት  ቃሉ መፈፀም ባይችልም ጀነራል ባጫ ደበሌ ኦነጎችን (ሸኔ)''...እስከ ባንዲራቸው እንቀብራቸዋለን...'… , 😂😂😂🙈
  የሕገመንግስቱ አንቀፅ 3 የሚለው የኢት/ያ ሰንደቅ ዓላማ አረንጓዴ፣ ቢጫ፣ ቀይ በመሃሉ ብሄራዊ አርማ ይኖረዋል ነው የሚለው እንጂ የወያኔ ኮከብ ይኖረዋል አይልም። ጎበዝ እያነበብን።,   የከብት ስብስብ ናቹህ ሁላቹህሞባንዲራዋ እንደሁ ወደነበረችበት ትመለሳለች
  Enda 18 tuu 😉🤣🤣,  Huko ni wapi bro?
For me it's a house , Manze lake house with a finger print code at the gate kwanza bro
And have no destruction and put yourself first period , PERIODT!!!!
To my crush 🤣 , Haha 🤣🤣🤣 why is this something you’d say Majong
they are last people that should be commenting about the Economic situation we are in.And when they become Employer… ,Where will they get good training after y'all plundered the monies allocated to research and development of higher education?Capitalism!
"their jobs in the Public Sector because of the numerous perks.  The ironyThe truth is, the elite folks who graduat… ","they are last people that should be commenting about the Economic situation we are in.And when they become Employers, they tend to complain alot about University Graduates being ""half-baked"" and lacking experience."
These folks went ahead and plundered industries and ruined the Public Sector and all other Public Institution. Thei… ,"their jobs in the Public Sector because of the numerous perks.  The ironyThe truth is, the elite folks who graduated from Kenyan Unis back then when University Education  was ""prestigious"" really did a good one on this country. They ruined everything; and-"
The generation of folks who graduated from Uni in the 70's and 80's; who never  struggled to look for jobs because… ,"These folks went ahead and plundered industries and ruined the Public Sector and all other Public Institution. Their greed ruined this country. Yet, they are here advising the youth to  not rely on employment and ""be entrepreneurs"".Mind you, the very same people have never left"
  Always said it. Deep state.,  
 The Range Rover of motorcycles 😂😂,   haamini 😂😂. Nataka kumwuliza kama amewahi skia mtu anachoose For a world tour 
RR. The plates also did get the RR , Damn!
Cargasmic , Wadudu
  Maybe cause eventually the running costs will catch up with you.,"  That's what I wanted to know. Is it that they're more prone to mechanical issues, is the cost of maintenace high compared to petrol or what's the catch?"
 His good with class action suits 😂😂. Achukue mendyand Co.," 😂😂 hakuna case hushinda huyu jamaa, he will always create evidence"
  Just search Mercedes Johnson.,  
  Just had an encounter few hours ago with that golf R ,  DSG farts 💉
RR. The plates also did get the RR ,"  If you can afford the car, you should be able to buy the plates. Ni loose change tuu"
RR. The plates also did get the RR ,   watu wamekafunga
RR. The plates also did get the RR ,"  Yenyewe Kenya is not for us all ... 😂💔💔 ""Who Owns Kenya?"""
  Even fools grow old.,"  We are airing of the current subjects,, no one is a fool"
   😂😂 that’s reaching bwana.,   😂😂😂😂makosa kabsa
RR. The plates also did get the RR , Ralf Rangnick
    Stock the Audi wins. But with the mods people do the R can gi… ,    😃i get you now
   Si ni uyo mse wa picana?,   Yes. Haha
   I think running costs ni factor. But RS6 is definitely the better buy ata… ,   Sidhani that guy has beaten it. Did you see his Supra? Alafu I heard he is looking for the Paj Evo. Hahaaa
   Up ni that 2014 one. It’s a C7 avant. Same car 006L,   So unasema ashukishe bei? 😅😅
   They said man is doing daylight robbery. But it’s cause of that KRA bullshi… ,   Total nonsense. Duties and all that zinakuja karibu double
   It’s a 2014 c7,"   Ohh. Still a nice one. You were right, RS6 iko league yake. Sasa imagine RS6 Avant mpya. Owuor had posted one that was going for 40m. Watu kwa comments tulikuwa tunaona kama ni uongo"
  I think not.,"  I meant, No VW can match??***"
"  Golf R is only comparable to Audi S3Even an Audi RS3 is way above it, competing with th… ","  Hahaha enyewe. May the gods of motoring forgive me...for that shoddy comparison. Are you saying now VW can match an RS6? Okay, was VW swallowed by other manufacturers in their own home ground? 😅😅"
   That car is a niche market. It’s been on the market on and off haiendangi.,   Must be the one on your profile? I think I've seen it being sold too for around 7m
  Definitely not. RS6 iko ligi yake bana. Very few cars can match that wagon.,  💯
  Definitely not. RS6 iko ligi yake bana. Very few cars can match that wagon.,   Fact
  Lanes.,  7+m
  Just seen a GTI,  Someone is bringing the Golf R already.
RR. The plates also did get the RR , This is the one responsible for the spectacular Show in lavington this morning
  Waah the 7.5 is still on the high. No wonder there like only one around that I know of.,  But not as the Golf R
RR. The plates also did get the RR , The font looks bad on the machine 😭
RR. The plates also did get the RR , Yaani mko hadi na Rolls Royce hapa Kenya moja. Mi nilidhani RR najua ni Rong Rende 
 Wewe unajuana na cartels., Huyu jamaa alitake risk akauza shamba and started small
 Same WhatsApp na wale husema ati mluhya yeyote muslim ako Uko tu juu ya pilau 😂😂 na mahamri, 😂😂😂😂
 Wewe unajuana na cartels., *know
 Heh. Hii iko wapi mimi nataka tu ata back seat feel, 😂😂Wamama pekee bana
 Can one buy that head na utumie tu as a daily? Like a two door enthusiast with much desire for torque,  2013 I used to see a guy pale pirates in msa.. Who used to park on random days kukula jama kuiskia ngoma parked doors open rev
RR. The plates also did get the RR , RR for RONG RONDE
RR. The plates also did get the RR , Huyu msee huskiza Wakadinali
 Can one buy that head na utumie tu as a daily? Like a two door enthusiast with much desire for torque,"  Like uwe nayo parked outside the office, 5:30 unatoka you drive it to the local….."
RR. The plates also did get the RR , Coca-cola is proud
RR. The plates also did get the RR ,  I'm still processing the fact that this Phantom has been in Kenya since 2012.
   What are the figures if it’s that head tractor only?,"   Less definitely, you get the gist"
 Can one buy that head na utumie tu as a daily? Like a two door enthusiast with much desire for torque,"   😂😂, ulitaka kubuy one"
  His and hers couple goals.,  I tell you!
   That car you need to buy it. It’s itched you even more than the gti or audi e… ,"   😂😂 i was sold in kitambo sana, im just slowly coming to terms with it"
 Nani Ana shinda ii kitu ski. Toa maona with a few opinions behind your pick, Ni ngumu. Cause first round 50+1% win will be hard. Then people will move/shift in round 2. So round 2 alliances will determine the winner.
  🥶what did I just watch.,  Scary
 Can one buy that head na utumie tu as a daily? Like a two door enthusiast with much desire for torque,  Thank you for asking for us and others behind the tent.
  High spend or even just normal cruise speed. I had a short ride kwa by pass. I was sold ama ni… ,"  When cruising on a highway, especially when loaded, it's as smooth as a plane, the air suspension is out of this world but on short bumpy roads as a bobtail, not very comfortable."
  Kuna mtu apa anaendesha LC200 consuming 5kpl on a good day 😂😂 I am convinced the actross a b… ,   Actros  Scania etc  all average below 3km/ ltr...or below 330lts/1000Km... at 50Ton Gross weight. 20ton head trailer approx na 30 ton load...depending on axle type.
 Beauty!!! 😍😍😍, Using it well!!!
  I can't read,"  Yeah, poor eyesight is common with old age"
     Congratulations sweetheart!!! Ayeee 🥰🥰🥰,     Thanks kamum 🥰
Subaru ziko kila mahali, Its a weekend. Most likely wamelipwa
 Alishika simu ama??, Ha ha. Finally
I wish I had a car. Confidence nitapata mbele, Amen
Hey  are you home yet?, 
 Hae dia, 
 🤣🤣🤣🤣 kunywa maji, I'm downstairs for dinner yawa
 Rooting for you, lmao look at yall encouraging bad behavior
 I send my cat! Nkt, 😂
 I do not know you miss, 
 🤣🤣🤣🤣🤣 ahh, Thank you for plugging me 😂
 Just watch," Can’t wait. Wait, is this the from the current eps?"
 I was so happy.Vita bin vita!! Na mangumi na mate mateke I was super happy, He deserves it. But he’ll kill Sandile.
 Huskii kuvuta huyu nywele??, Ha ha. You should see my struggle
 🤣🤣🤣🤣🤣 you will not hesperit, I’m tempted to ask whether it was with the ex of the other brother but let me maintain.
 Wueh Sandile hakuamini 🤣🤣🤣🤣, Hii side ingine bwanake ametwangwa na nyahunyo na brother zake 🤣🤣🤣
 Maannhhh haka ndio kalikua virgin.... heh!!, Imagine!!! Sasa kako na matabia 🤣
Hlomuuuuu!!!!, Okay. This looks like a spoiler 😩
Hlomuuuuu!!!!, You’ve seen the sex scene? 🥵
I really do not like Mandisa!!! She's terrible #TheWifeShowmax, You and me both
   ,    That's cornflower according to this chart
" Animals in distress and they can't speak, I can't be shocked if they are the same ppl who start chasing the… ", 😡😡😡😡😡😡
People mat not understand the love people have for their pets but the least you can do is respect the families!!!… , What about the animals out there terrified? And someone can go ahead and make fun? In 2022? And here we keep saying BE KIND TO PEOPLE.......The people who have lost pets are broken!!
Hey  send me money just because.Thanks, money just because.Thanks
  Umemwita?? 🤣🤣🤣,  Tiny Woods ..upcoming Tiger woods 😂😂😂
 Ulipata??, Tulijipata kwa  at 11pm... He he he.
"I agree with  before you decide you want to get into export market as a beginner, first start with then… ","  Hello, I want to get to export business, which is the most affordable shipping agent from Kenya to the USA."
 Continue cheating on me., Jemima wanted to go on a date. Nikampeleka. I can never cheat on you babe ...
 Check your pinned tweet, Tweet not loading 😂
Best morning routine , Agreed!!! 😍😍♥️
" I also don't get it, their chemistry haiko ata heri Izzy na Cindy.", Wanabore tu 😂
"I agree with  before you decide you want to get into export market as a beginner, first start with then… ",#MazaoTalks
 Yes they do, I’ve been informed.
  Oh wow,  Shut up
Manifesting Nanyuki 🕯🕯🕯🕯 , 
Manifesting Nanyuki 🕯🕯🕯🕯 , 😂😂😂….
 Use your own uchawi, Nefa 😂😂😂
When will this ever end??, Soon even though i don't know what is it
 DO- DOE A DEER A FEMALE DEER,  Ray - A drop of Golden sun
 Tuma kitu, I can’t read
 Yes saw it at carrefour yesterday uko kwa shelves chini... assuming they all have similar arrangements, Oh okay.☺️
 Pick for me number 3.5, Hakuna za toddlers.
" Wow you guys are good good... Wah, I might have been asleep", Thank you ☺️☺️☺️
 Umekua muimbiii, Shida yako ni gani? 😂
 Bribe me, Kuja hivi nikushow
 Alex you are the chaos, Behave 
 Tuliaa, Hata hutanipata btw. Bt I'll tell you where to drop
   Cartel!!,   😂😂😂 I know people who know people
haha Christians and their superiority complex. why should a religion based on theory not be questioned? , Ni sawa
umejitext but still hilarious , Mayooo😂😂
   Hahaha what is this,   Kuna watu tu wanapenda kusumbua bure
 Usinisahau, 😅😅 please 🙆🏽‍♀️ sasa naanza aje kuwa vixen mimi na hii miaka yangu
People out here are doing the works bana. And the man is talking about getting the latest m1 chipped macbook.,Dude ako tu casual like ai bana.
Wah!,People out here are doing the works bana. And the man is talking about getting the latest m1 chipped macbook.
"Leo nimeona PC ya animator/video designer flani and i froze. 64GB RAM, Core i9, 1TB SSD etc on a triple monitor set… ",Wah!
"MURANGA, WE ARE SAFE IN BABA'S HAND. Come one come all. #AzimioMtaaniMuranga #RadaNiBaba  #Inawezekana ", 
"MURANGA, WE ARE SAFE IN BABA'S HAND. Come one come all. #AzimioMtaaniMuranga #RadaNiBaba  #Inawezekana "," Isorite! Meanwhile, mwelekeo ni Baba! Tuko poa na project! Tuko safe na Baba! Inawezekana!"
 Unaanza na kunyonga kwanza😀, 😂😂💔
   😂hatespeech,   🤣🤣🤣🤣🤣👊👊 not a hate speech btw atalalia mabega ama utosi 🤣🤣
" Good dairy breeds have been an upside.  Over an year ago, dairy farmers from places Nyandarua were fet… ", I don't  think we can 'best practice' ourselves out of negative externalities any longer.
"On the other end, there's deficit in milk supply. The suppliers from Nyandarua can hardly  honour milk orders for t… "," There's a trend 📈. Farmers are selling premium cattle for more indigenous breeds. Drought, disease resistant and less management headache. TFA has many speculators and most of them burnt their fingers. Key here is to keep costs low and have a scalable business."
 I couldn't watch. That kid will know nothing but murdering., If I have one regret in life!
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… , Oh wow
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… ,  Some villages in Bomet abandoned dairy farming a few years ago. The tears people are shading right now smh!!
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… ," done well to highlight this challenge. Just to add that this trend is manifesting across most farming zones in the country. Telephone farmers are also feeling it, and possibly rethinking..."
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… , Made the change to 100% non dairy 4 years back.Pana taka heart attack.
FB memories can be powerful at times.We tried to help Ruth with a journalist colleague with whom we documented th… ,"80 year old? She almost 90 now. The 8 kids that were in sch dropped out except 1 Boys joined boda except 1, girls got pregnantThrough pri sch h/teacher follow up, we managed to take the boy to high school. He completed, came to Nairobi and got into marketingPoverty is enemy!"
 Wueeh. People want to get done.And the way bringing up a heifer is expensive. Cut your losses and move.," We shall start feeling the effects very soon. In Karatina  town milk is being sold at 60 bob per litre and it has always been at 40 bob, yet the average farmer is not able to sustain ata 3 cows. This government thou.... Hopefully the next government will do better"
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… ," I was having the same discussion with a  dairy farmer jana night , farmers are selling their healthy incalf heifers to be slaughtered for meat. Areas like Othaya, people are closing up their dairy farms because the current cost of dairy farming doesn't make sense"
"   See, our business school models are not comprehensive enough to explain… ",   So there is need for stakeholder to hold training to the farmers in the language they understand. That means reaching out to the folks at the village level
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… , Are they expensive?
Dairy may not be profitable but it supports peoples lives in different ways. Fresh milk is affordable to many-- it'… ," Dairy farming is agribusiness . It's profitable.  Notice the difference , Dairy farming vs subsistence farming.  "
Who are the buyers? Same parents who have had 77 terms since 2020. This country is a crime scene. A friend who sel… ,"Anyway;It's time for your co-ethnic to be the president. Worst case, for your co-ethnic to have a strategic seat in the next government. Back to CCN Hqs in Githurai...."
"Anyways, we are in campaign period and no one is talking about dairy farming. We are hearing a lot about economy bu… ","Who are the buyers? Same parents who have had 77 terms since 2020. This country is a crime scene. A friend who sells cooking oils tells me that the distribution price of cooking oil has increased by 50% in the last 6 months. Next few days, prices are also expected to rise again."
Some of the farmers who are disposing off their animals will be left exposed-- but you'd rather take your poison ea… ,"Anyways, we are in campaign period and no one is talking about dairy farming. We are hearing a lot about economy but anything tangible?You got other farming-- such as poultry. A few months ago broilers were going for under 400 in the farms. Today you have to pay 450."
Dairy may not be profitable but it supports peoples lives in different ways. Fresh milk is affordable to many-- it'… ,Some of the farmers who are disposing off their animals will be left exposed-- but you'd rather take your poison early. Those who'll be hit most are those without alternative sources of income. A good chunk of dairy farmers are what are know as TFA (Telephone Farmers Association)
Because the overall environment is killing farmers in all ways possible (the cost of premixes and minerals has gone… ,Dairy may not be profitable but it supports peoples lives in different ways. Fresh milk is affordable to many-- it's what many low income family feed their kids. Dairy value chain employs countless people. Selling fodder gives many farmers alternative source of income.
"Of you want to know how crazy this is, the cost of full corn silage is somewhere between KES 8-16Kg (depending on h… ","Because the overall environment is killing farmers in all ways possible (the cost of premixes and minerals has gone up), people are going to choose peace and exit. Who's in charge of agriculture at national and county levels? They are brain dead because the ripple effect?"
"On the other end, there's deficit in milk supply. The suppliers from Nyandarua can hardly  honour milk orders for t… ","Of you want to know how crazy this is, the cost of full corn silage is somewhere between KES 8-16Kg (depending on how you obtain and ensile). Meaning Hay is costing x2 or more compared to full corn silage. The nutritional value between the two is uncomparable."
Some interesting trends to watch in dairy farming-- using Kajiado as an example.Farmers are disposing their stock.… ,"On the other end, there's deficit in milk supply. The suppliers from Nyandarua can hardly  honour milk orders for the fresh milk outlets. The milk market isn't that good (cause watu wa kawaida hawana pesa). Hay is retailing at KES 300 plus. That's approx KES 30kg."
Me: Does the owner still work in that nuns school?Him: He was fired. They stole 15M!People casually speak about… , How it has been since 1962.
   When dairy farmers are buying hay at KES 300.,   310 at bul and it's basically firewood at this point
   When dairy farmers are buying hay at KES 300.,   Na calculate costs for next few months naskia arrhythmia buana.
   When dairy farmers are buying hay at KES 300.,"   Saa hii once the extra fodder from the recent rains (an absolute miracle for farmers) is finished, we're back to square one.All CS's for relevant ministry are from 'farming communities' but zero practical solutions. This will reset even political plans.Ai."
  I know. We did menial jobs as PhD students. The difference is we knew for sure it was short ter… ,"  One way to stop these circle is reducing birthrate 2, changing the Edu system, especially kenyan one.3, changing the mindsets. Take on any job as long as you are making money."
  I know. We did menial jobs as PhD students. The difference is we knew for sure it was short ter… ,  Sad situation 😢
" Kuna a 24 year old who keep coming to my mind. He has a science degree but asked me for manual work, cause h… ","  Hi, this is not Only in Kenya it's happening everywhere. Didn't you see pilots packing goods in a supa? I have fellow Kenyans here doing cleaning jobs even after masters graduation, i have seen pple taking on a sec different degree course becoz the 1st one didn't offer jobs."
  There aren't many opportunities,  So bad
 I tell you. You can't even teach physics in local secondary school anymore.,  Why?
"Last Sunday, David, a boda guy I showed me some real estate.  Him: Hizi ni za XX.Me: The guy invested well.Him:… ", The society is getting sicker
"Last Sunday, David, a boda guy I showed me some real estate.  Him: Hizi ni za XX.Me: The guy invested well.Him:… ",Me: Does the owner still work in that nuns school?Him: He was fired. They stole 15M!People casually speak about illicit wealth. The society doesn't care how you obtained them money. They are concerned whether you have invested or wasted. (Also lots of these stories are fake)
" The other day I came across wild quails for the first time in about a decade. In the 80s, you saw or he… ", Ha vent seen those and the thorny trees were all felled down
 Right. I think we don't speak about the effects of population explosion on the eco-system. Rem the butt… , Oh and we used to eat impala meat 😩😩😩😩😩 .. now the sun is just above your head .. I actually miss how it was
 Right. I think we don't speak about the effects of population explosion on the eco-system. Rem the butt… , Omg thé bées mpaka we used to think zimetumwa there were certain afternoons we were not allowed to play coz mom would say bees ziko
 Right now they are plently sides za Kahara messing on plants., They used to be such a menace this side .. but now I miss that .. I remember we used to be told their piss would make your body itch
"  Right multiple springs. On the lower side of the Hills, there are about seven main springs… ","  Of these,  Kerarapon end feeds into Mbagathi proper. The rest flow towards Kandisi  south-eastwards. Today, these rivers are seasonal, only notable during rainy seasons. That's why Kandisi floods towards Nkoroi. Kerarapon seems more consistently compared to others."
" Source of Mbagathi (Empakasi) is around Kerarapon. When they dug SGR tunnel, they pierced the undergro… ",   Wow. Learning
" Source of Mbagathi (Empakasi) is around Kerarapon. When they dug SGR tunnel, they pierced the undergro… ",  That entire Kibiku/Ngong/Kerarapon area are highlands adjacent to the rift valley escarpment. The uneven terrain exposes the water table in some sections forming numerous springs. The spring affected by SGR is the source of Kandisi river.
 With other parameters such as trophies and in the US. QB is an extremely diff position but the indiv sk… ,"  I’d say as a QB and probably player yes, but where’s Michael Phelps who has defied every single barrier? Bolt… Lebron would also give him a run for his money (stats wise) and coming closer to home…. Eliud… Eliud blows them all away. Doing what he does at 35/6 is insane!"
 With other parameters such as trophies and in the US. QB is an extremely diff position but the indiv sk… ," Was only on level of the game and longetivity , of course if we talk popularity only Jordan or kobe bag anything for the US , it’s either football/ soccer and that ofcourse is ronaldo vs messi or cricket and we go with sachin tendulkar"
 #HakunaKazi stories, Indeed #IkoKazi¿
" This is where culture becomes complicated. If she didn't, neither of her descendants complete those… ",  My assumption is those that directly gave/received are supposed to give/receive The uncles are to guide at this point
   Dowry as used here is just a general term when people are referring to marriage and related rites.,   check the use of the words ‘which she had to pay’
" This week, they just let go 20% of their workforce.", So it's safe to say that it's not getting better over there
" What does being married or not have to do with one being or not being? If one decides to forego, that's f… "," Legally, you are right but culturally, the consequences are no joke."
" Yeah. Also, these days people buy based on the amount of money they have.  Nipe ya mia. Nipimie three… ", 😂😂😂😂😂 thé veggies have to taste of meat ama ikae
 I'm not even criticising him. Just thinking about what some others have done., CK's Estate was handled exceedingly well ...there is another messy court case of the former equity CEO...if they had been pragmatic a payment of 500m would have settled the issue..now its lawyers eating big time as the saga draws on ..michuki kids are also making lawyers rich !
See how Kirubi left 2 kids 80% and sorted his brothers. That's how many Gikuyu men would divide their wealth. Give… , Remember how Nderitu Gachagua divided his wealth to his fmily and siblings? They all got something and no succession woes.
See how Kirubi left 2 kids 80% and sorted his brothers. That's how many Gikuyu men would divide their wealth. Give… , But in the list he also sorted out his sister who was part of the siblings receiving 500m each ..the outgrower daughter's Somali mother must have really pissed Kirubi...all in all the son and daughter are very generous and pragmatic humans giving out 10% to the outgrower sibling
 No one has bothered to get back to me?,Hi  we have been in touch to advise in the inbox.
  ndo next😂😂wait for it,   We huoni kafangi
  Ulikufa na watu hardworking yesu😂,  💔😂😂
    😂😂😂hello there,    Hello hater who I don't know what I did to you 😂😂😂
"  Unlike kambas...... circumcised young ,na akigrow unarealize anafanya  vitu ka mtoi......no brains",   Smh tribalism
  Sanaa😂😂I can't wait kuona ya   na  😂😂😂😂,    Naulizwa Nini jameni😂😂
 As for me siwezi kublock 🖐🏻😂utajulia progress yangu wapi, 💯
  Fuck! What happened?,  Suspension
"  Unlike kambas...... circumcised young ,na akigrow unarealize anafanya  vitu ka mtoi......no brains",  Bana
  Content yenye huwa ni usingizi tu😂,  😁😁😁 walai
  Huku ng'o kule ng'o😹😹🖐🏻,  😂😂
I'm currently forcing my neighbour to listen to my playlist Cha nguvu😹😹😹ka si Ivo atoke aende,  😂😂 kwani hanaga system yake
"Khai,nyinyi mmeona iki kismokie kirefu kimetokea?😹", 😂😂nimekiona
We've got two German Shepherds.arch(female) and champe(male)......what about you?, Si tukona ngumi mbwegze 👊🏿👊🏿 knock(right) out( left) 😅😅
  Ni mashida😹,  😂😂
 Silly😹😹😹, 😂😂
We've got two German Shepherds.arch(female) and champe(male)......what about you?,  I'm the dawg huku lakini naitwa ng'ombe 😭😂
  Good afternoon,  Hi
He says that Twitter is not for the weak and I second him.who else agrees with us?,"  I asked her to send me her pic,she forwarded her son's,,,I replied with my daughter's,,I guess we family now"
  Thank you,  You're welcome 😊
Kwani mliacha kuheartbreakiwa? It has been long kutoka niskie mtu ameachwa ama amechezwa😹,  People are getting serious with life. There are more challenging things we are currently facing more than bulshit from love.
He says that Twitter is not for the weak and I second him.who else agrees with us?, You agree with me 😍
  Karibu akatae na wewe😹,  Eeeh😭😂
He says that Twitter is not for the weak and I second him.who else agrees with us?,  🔴Raila tikitaka game thta will make him president!! Ihura stadium kinuthia peter Kenneth #EarthquakeInBungoma #AzimioMtaaniMuranga #EarthquakeinKirinyaga #AzimioLaUmoja 
  White mode,  Follow me
He says that Twitter is not for the weak and I second him.who else agrees with us?,  Depends on what you allow and how you take or react to things💯 Twitter can make you weak or make you learn to be strong😂😂😂just enjoy the flow of 🤡🤡🤡 and real ones...
